scorer,,,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender,Blender
labeled-data,Blender,Frame115.png,401.02,437.03,397.81,411.01,365.04,438.33,386.35,425.95,370.2,404.22,358.83,385.97,395.14,411.12,398.77,427.94,397.67,435.44,371.14,427.15,385.96,436.34,393.82,441.49,382.08,377.85,369.6,388.44,390.5,381.91,351.5,407.22,343.01,393.17,352.06,413.41,341.34,373.17,306.58,379.41,249.61,381.47
labeled-data,Blender,Frame116.png,405.99,424.18,388.47,387.04,360.42,420.81,386.05,412.94,359.84,390.73,359.08,386.1,400.17,408.21,407.07,424.36,414.57,423.53,370.71,421.73,383.24,435.34,386.9,443.34,386.45,381.27,368.03,387.88,388.82,380.88,356.94,410.95,338.42,392.6,349.86,411.56,345.92,377.63,311.64,377.55,251.49,376.52
labeled-data,Blender,Frame117.png,405.8,425.34,389.51,387.21,360.15,420.6,386.25,413.32,363.39,393.28,359.08,386.1,400.42,407.28,408.48,423.95,415.91,423.28,381.31,433.11,390.63,436.38,393.25,443.86,386.47,381.35,367.55,387.58,388.56,381.36,360.52,411.03,344.9,401.54,356.22,420.54,345.89,377.87,311.62,376.08,282.57,411.23
labeled-data,Blender,Frame118.png,427.43,428.31,398.04,402.76,389.77,445.15,403.73,424.69,381.25,406.5,361.2,388.66,403.26,404.14,412.31,418.99,419.84,417.85,377.79,432.64,380.22,440.47,380.98,447.12,378.21,383.87,352.09,369.89,371.92,360.48,344.16,397.46,326.45,372.65,327.95,393.6,336.83,375.29,303.02,384.61,244.41,380.63
labeled-data,Blender,Frame119.png,411.84,452.44,407.82,413.16,373.92,440.29,396.78,434.06,380.06,408.07,361.2,388.66,411.38,417.29,414.6,433.99,421.95,431.62,367.2,429.94,367.8,433.7,368.67,440.39,368.6,376.54,341.61,362.62,363.4,360.47,352.47,407.92,342.78,393.86,345.03,415.25,336.82,375.03,302.61,383.17,244.06,377.18
labeled-data,Blender,Frame12.png,273.73,433.67,307.74,417.51,270.83,394.33,285.24,413.64,306.57,386.75,318.37,363.29,310.91,410.93,312.03,406.27,309.73,413.96,290.13,400.44,295.86,414.93,290.24,422.14,339.32,373.63,339.55,344.28,343.82,365.73,299.96,366.18,311.81,340.14,294.1,353.67,331.42,337.97,352.75,310.01,377.76,257.52
labeled-data,Blender,Frame120.png,468.38,359.83,435.36,338.16,434.76,381.59,444.56,359.84,413.67,356.87,386.81,359.18,429.22,346.39,436.32,350.4,443.27,347.23,422.79,379.32,426.75,381.81,424.01,379.73,394.14,343.0,373.77,350.63,387.04,333.04,390.17,378.43,362.47,375.46,380.66,387.08,360.75,369.22,348.42,402.63,333.04,458.82
labeled-data,Blender,Frame121.png,473.76,345.0,435.42,337.07,449.65,378.18,451.37,353.62,413.42,358.91,386.57,359.06,438.38,338.52,453.9,339.34,459.0,333.52,437.16,374.89,441.59,380.62,449.49,384.93,392.32,341.54,365.66,354.43,375.69,334.95,398.29,373.23,370.15,374.27,388.61,386.55,360.24,365.15,340.4,395.08,294.04,431.49
labeled-data,Blender,Frame122.png,467.97,376.74,442.47,349.84,432.06,392.14,445.56,372.24,413.17,362.47,386.76,359.46,434.08,348.91,440.32,353.91,447.45,350.86,427.59,378.48,442.14,375.11,450.17,379.21,385.42,336.79,360.29,353.38,372.58,335.28,392.79,376.26,363.14,373.91,381.97,385.65,359.61,364.65,338.16,393.2,311.4,446.87
labeled-data,Blender,Frame123.png,454.76,367.78,426.87,340.25,416.4,382.31,431.26,362.84,407.21,360.8,384.05,359.04,414.91,343.15,426.85,350.9,434.32,348.49,414.88,382.29,429.46,380.67,437.56,384.68,396.69,341.94,370.65,352.75,384.82,336.15,393.15,376.17,363.5,374.08,382.3,385.85,357.4,362.33,330.31,385.41,292.62,432.03
labeled-data,Blender,Frame124.png,448.97,363.16,430.03,342.09,424.29,385.18,431.26,362.84,405.09,362.31,383.22,359.35,415.15,343.55,424.45,350.85,432.17,349.11,415.41,381.46,429.75,380.0,437.95,383.82,393.79,338.25,381.38,351.15,401.49,342.93,395.35,378.59,377.57,374.97,398.81,381.31,359.93,360.6,331.54,381.36,297.61,428.43
labeled-data,Blender,Frame125.png,449.42,363.37,430.48,342.1,424.62,385.36,431.65,362.97,404.38,362.32,383.22,359.35,426.99,348.38,441.7,356.27,449.78,358.48,432.56,369.11,443.0,362.78,451.94,360.04,391.43,337.62,387.15,350.36,407.13,341.79,395.17,378.62,378.05,374.34,399.29,380.7,359.68,359.77,326.53,370.64,271.09,381.86
labeled-data,Blender,Frame126.png,442.6,352.19,405.09,334.61,407.61,379.44,420.9,355.88,387.25,362.15,383.44,359.31,425.54,341.21,442.73,345.77,447.58,344.66,423.24,374.7,441.69,377.32,450.31,378.92,397.25,335.86,387.57,349.05,407.97,341.51,401.74,376.34,376.01,376.84,397.87,380.41,366.05,358.23,331.17,363.28,271.57,369.25
labeled-data,Blender,Frame127.png,443.12,352.03,405.08,334.88,408.1,380.0,421.25,356.11,391.48,360.98,383.44,359.31,424.69,341.3,442.47,347.71,447.32,346.83,437.94,373.65,444.62,368.38,452.12,370.52,397.18,336.1,388.53,347.44,409.15,340.55,402.8,374.96,388.8,376.98,410.62,380.5,365.94,357.37,330.83,356.04,299.59,391.77
labeled-data,Blender,Frame128.png,460.48,333.62,421.5,337.78,447.07,372.67,441.64,348.54,413.18,354.97,386.81,359.18,420.7,342.29,437.41,343.56,444.84,340.53,433.36,374.17,441.13,377.04,446.85,380.06,393.09,341.54,363.93,346.8,383.0,336.03,387.33,376.63,357.04,374.94,374.15,387.0,357.48,362.56,321.81,365.75,264.83,352.49
labeled-data,Blender,Frame129.png,468.36,360.9,436.25,337.67,433.88,381.04,444.56,359.84,413.67,356.87,386.81,359.18,436.5,341.01,450.73,351.17,457.6,346.93,423.22,380.67,427.88,380.33,433.68,383.51,383.74,342.07,354.14,347.8,375.75,344.01,394.58,380.44,385.15,376.06,403.09,387.79,357.48,361.35,321.9,358.92,267.82,337.13
labeled-data,Blender,Frame13.png,287.58,424.99,322.18,405.54,284.72,383.71,299.05,403.68,310.47,381.73,319.69,360.92,324.25,394.47,318.33,396.43,315.87,404.1,293.45,385.62,293.76,402.9,287.91,409.94,328.74,379.46,334.88,353.48,338.63,375.02,300.3,366.33,312.37,340.22,294.71,353.83,333.63,338.01,360.16,314.17,395.3,265.83
labeled-data,Blender,Frame130.png,500.24,435.95,516.75,398.3,474.44,407.39,495.95,412.5,493.58,381.26,482.03,356.51,506.59,394.82,497.17,394.83,497.45,402.97,470.16,397.3,469.78,403.7,469.81,400.76,499.82,360.33,493.53,339.64,501.38,360.16,464.19,368.66,456.12,345.12,448.91,365.87,470.2,329.31,460.55,295.33,440.36,240.93
labeled-data,Blender,Frame131.png,517.64,436.81,518.24,397.09,481.93,421.44,504.52,417.16,490.8,381.76,481.4,356.4,509.64,397.05,507.96,411.42,511.77,418.46,479.13,409.28,476.15,417.4,473.54,426.15,499.5,357.55,486.14,330.65,498.31,348.7,473.92,372.51,459.69,351.78,452.43,372.96,473.62,328.59,471.85,293.29,486.79,236.75
labeled-data,Blender,Frame132.png,486.8,439.71,507.23,406.2,463.3,409.9,485.11,416.72,488.21,382.3,481.69,356.55,503.0,399.2,491.68,400.81,492.75,408.88,475.21,403.49,483.34,416.63,480.51,425.31,502.45,350.65,485.29,325.93,497.05,344.31,468.06,371.18,458.0,344.88,451.61,366.35,474.05,328.63,470.13,293.7,452.29,238.1
labeled-data,Blender,Frame133.png,492.33,424.47,511.25,388.23,467.49,392.77,489.75,400.47,489.1,375.91,481.14,353.88,501.67,378.33,492.58,389.37,494.0,397.36,465.93,392.01,473.91,406.05,470.87,414.68,498.05,362.93,488.02,336.77,500.77,354.31,468.87,371.02,457.54,345.1,451.19,366.57,474.24,327.22,471.84,291.78,456.66,234.14
labeled-data,Blender,Frame134.png,492.77,417.96,511.34,392.33,467.88,400.37,489.75,400.47,487.54,374.18,481.07,353.07,502.0,379.53,493.36,389.79,495.5,397.51,467.17,391.54,474.69,405.41,471.59,414.01,502.66,358.57,492.99,350.19,501.23,370.19,465.55,368.52,461.88,358.22,461.34,380.46,474.81,330.0,466.79,295.74,436.95,246.42
labeled-data,Blender,Frame135.png,493.48,418.28,512.0,392.53,468.38,400.71,490.37,400.74,487.59,373.45,481.07,353.07,500.58,392.72,496.46,409.42,496.51,417.83,478.29,401.55,486.85,414.32,492.86,421.14,503.1,356.85,493.96,354.45,506.8,371.51,465.58,368.57,461.91,357.97,461.38,380.22,473.99,330.11,469.02,295.52,468.36,238.82
labeled-data,Blender,Frame136.png,516.78,405.2,516.04,365.22,476.3,381.44,502.56,386.61,485.44,356.41,481.91,353.11,514.68,387.58,517.98,404.85,522.91,408.51,481.48,392.65,486.4,410.65,486.49,419.35,507.16,360.8,494.07,354.78,508.8,370.05,469.52,376.59,458.12,355.48,460.45,377.54,475.79,336.33,470.98,301.45,464.64,241.81
labeled-data,Blender,Frame137.png,517.32,405.8,518.32,365.55,477.41,380.71,503.87,386.7,487.61,360.17,481.91,353.11,515.63,385.93,520.15,404.23,525.66,407.66,490.07,405.03,499.89,409.88,500.52,417.49,507.19,360.73,494.55,355.26,510.65,368.91,470.36,375.56,461.78,366.83,463.95,388.87,475.46,336.41,472.02,301.41,432.35,276.23
labeled-data,Blender,Frame138.png,522.75,422.88,514.93,384.33,484.87,415.64,505.87,406.59,495.36,380.25,482.03,356.51,509.35,384.52,511.96,401.02,517.93,405.66,478.61,403.48,476.89,411.79,474.77,418.35,498.14,358.83,487.55,331.28,506.71,340.13,463.22,363.54,455.81,334.21,447.29,354.1,467.83,329.99,451.6,297.85,443.5,239.79
labeled-data,Blender,Frame139.png,496.17,436.56,519.02,401.46,476.14,403.63,495.95,412.5,493.58,381.26,482.03,356.51,512.26,400.31,507.54,416.9,514.35,420.13,470.31,397.34,470.67,399.5,469.25,405.99,495.08,350.69,481.86,323.55,497.74,337.71,462.64,369.05,462.37,360.57,454.54,381.04,467.45,330.17,449.45,298.93,438.14,241.3
labeled-data,Blender,Frame14.png,293.92,421.26,318.94,407.89,279.56,390.0,299.05,403.68,309.93,379.19,319.8,360.01,323.54,395.05,316.48,396.97,313.74,404.57,293.24,386.86,293.72,404.06,287.57,410.83,334.4,376.71,331.03,365.47,325.92,386.71,297.54,363.45,307.93,352.25,294.56,370.05,333.31,341.24,358.57,316.62,383.58,264.45
labeled-data,Blender,Frame140.png,227.37,332.17,254.04,363.33,265.82,321.68,250.51,338.99,281.91,344.38,308.46,342.88,264.97,352.39,261.59,350.18,253.72,350.9,272.88,321.28,264.62,321.51,266.21,324.15,299.61,357.2,318.13,361.43,299.19,372.37,302.35,322.94,326.08,328.7,308.86,315.32,337.4,339.26,371.4,328.24,425.73,305.59
labeled-data,Blender,Frame141.png,219.77,348.89,256.55,365.18,250.06,322.06,243.56,345.06,282.1,342.15,308.55,342.82,258.89,359.75,244.71,357.67,238.06,361.87,259.95,325.55,255.93,325.23,247.5,321.68,298.77,360.28,327.77,357.13,312.05,372.14,296.27,329.46,318.85,330.64,301.25,316.9,336.85,342.93,371.74,337.65,429.18,346.69
labeled-data,Blender,Frame142.png,228.37,319.13,251.09,350.25,266.17,309.24,250.29,326.77,282.71,338.86,308.51,342.58,260.68,350.35,259.23,345.91,251.42,347.3,268.93,323.57,257.01,331.59,248.54,328.14,304.07,365.19,331.65,356.11,315.11,370.27,298.91,325.96,326.15,332.26,307.98,319.24,336.86,342.18,370.28,331.69,421.7,303.8
labeled-data,Blender,Frame143.png,240.97,329.27,266.56,360.31,280.88,319.23,264.02,336.75,288.78,341.07,311.15,343.08,280.33,357.12,271.7,348.42,263.81,349.62,283.26,321.76,268.6,326.45,260.13,322.95,295.91,356.54,320.54,355.16,303.6,368.8,298.91,326.45,326.29,332.51,308.09,319.52,338.08,343.02,371.94,332.77,424.77,305.16
labeled-data,Blender,Frame144.png,245.95,333.85,264.06,358.63,273.03,315.87,264.02,336.75,291.07,339.8,312.09,342.94,279.6,356.47,273.01,346.96,265.1,348.13,282.53,321.67,268.3,325.79,259.91,322.12,301.63,363.13,306.7,354.31,286.05,361.02,302.97,321.72,314.37,332.71,293.41,325.03,335.06,343.84,368.26,332.78,414.78,298.41
labeled-data,Blender,Frame145.png,245.61,334.01,263.91,358.68,272.73,315.73,263.77,336.77,291.82,339.89,312.09,342.94,269.61,352.72,254.76,343.79,246.89,340.88,272.84,326.29,257.01,331.98,247.84,334.03,302.69,364.39,300.69,354.34,280.73,362.81,303.05,321.61,314.26,333.0,293.29,325.34,335.09,344.41,369.78,342.78,426.23,346.75
labeled-data,Blender,Frame146.png,254.73,348.92,289.49,369.03,291.15,324.33,275.87,346.66,309.43,341.56,312.02,343.17,271.29,359.91,254.1,354.1,249.54,355.6,279.57,328.85,261.48,325.68,253.2,324.72,297.66,366.19,299.97,354.71,279.41,361.72,294.35,323.94,318.47,330.16,296.73,325.19,328.51,345.17,363.88,347.36,423.54,353.72
labeled-data,Blender,Frame147.png,254.55,348.31,289.04,369.77,291.72,324.63,275.83,346.8,305.12,342.49,312.02,343.17,271.72,360.71,253.9,354.64,249.33,355.57,268.56,328.88,257.32,333.44,250.24,333.33,297.69,366.3,299.25,354.65,278.11,359.89,295.12,324.47,306.69,328.31,285.02,323.24,328.5,345.67,363.15,352.63,399.76,322.42
labeled-data,Blender,Frame148.png,231.43,361.27,271.23,365.38,252.13,326.42,252.86,350.39,282.32,346.33,308.46,342.88,272.76,356.74,256.0,354.64,248.29,357.07,265.62,327.77,258.5,322.95,252.47,322.48,296.49,356.77,322.74,357.15,302.84,366.26,306.98,325.51,336.45,332.1,320.02,318.44,337.43,341.01,372.96,342.59,427.37,363.37
labeled-data,Blender,Frame149.png,227.11,333.27,255.09,363.05,265.03,320.89,250.51,338.99,281.91,344.38,308.46,342.88,256.4,356.83,242.76,345.89,235.66,349.76,272.21,320.22,272.26,320.79,266.16,321.16,303.31,357.74,331.45,353.39,309.66,356.19,304.87,318.66,309.02,329.81,291.78,316.54,337.37,341.68,372.49,346.38,424.78,371.74
labeled-data,Blender,Frame15.png,294.03,421.71,318.83,407.98,279.2,390.35,298.93,403.96,310.22,378.51,319.8,360.01,314.58,401.44,300.98,410.92,296.84,418.35,286.61,395.16,285.15,412.94,284.32,422.35,336.23,375.33,328.73,370.14,324.78,391.66,297.44,363.23,308.55,352.6,295.2,370.42,333.08,341.0,361.74,320.58,410.81,291.66
labeled-data,Blender,Frame150.png,391.15,321.04,433.14,328.54,417.59,288.06,414.42,312.02,446.68,298.03,466.45,283.1,433.93,317.79,430.07,313.21,422.02,315.83,426.71,289.88,416.86,287.14,418.17,290.99,470.35,298.08,475.08,297.25,456.7,310.56,448.98,269.98,469.91,266.13,447.34,264.93,488.06,267.56,517.17,250.1,563.39,216.18
labeled-data,Blender,Frame151.png,395.04,338.39,436.37,328.09,405.24,297.5,412.53,320.6,444.96,296.37,465.88,283.3,433.18,323.72,419.32,328.51,412.92,333.99,415.1,295.79,413.01,294.66,404.84,299.31,461.73,303.08,481.32,290.11,465.38,306.03,448.46,278.18,464.54,270.21,441.82,268.74,488.98,271.7,521.7,261.08,580.26,259.29
labeled-data,Blender,Frame152.png,384.94,309.18,424.62,318.88,412.07,277.12,408.29,301.56,444.48,292.9,466.27,282.85,428.93,316.13,426.86,313.11,418.78,315.7,421.41,286.7,417.17,299.6,409.14,304.48,469.24,305.97,485.41,287.82,468.12,302.31,447.01,275.43,470.75,266.34,447.97,265.77,489.55,271.46,521.19,259.69,568.75,229.34
labeled-data,Blender,Frame153.png,401.17,310.95,442.73,318.96,428.97,277.82,424.87,302.63,451.61,291.06,468.58,281.91,449.14,311.6,438.48,309.99,430.35,312.48,433.83,278.7,426.38,288.55,418.55,293.77,462.23,299.92,475.85,293.67,458.36,307.87,447.23,276.21,470.6,266.29,447.81,265.79,490.63,272.07,523.74,261.77,575.57,232.86
labeled-data,Blender,Frame154.png,406.43,312.88,439.98,318.45,421.31,279.12,424.87,302.63,453.27,288.54,469.7,281.09,448.33,311.72,438.7,311.33,430.63,313.97,433.68,278.96,428.01,287.26,420.51,292.93,473.08,304.6,461.88,298.67,440.76,306.49,451.08,268.68,459.59,271.84,437.46,277.3,487.97,273.98,519.16,260.16,561.38,220.49
labeled-data,Blender,Frame155.png,406.89,313.13,440.58,318.11,421.36,278.9,425.24,302.52,454.19,288.09,469.7,281.09,430.53,310.81,414.11,309.59,406.88,313.68,430.56,287.43,423.84,301.45,416.25,304.69,473.34,305.2,457.49,301.84,437.66,312.47,450.9,269.23,459.36,270.63,437.25,276.15,487.91,273.81,521.01,265.8,577.7,257.53
labeled-data,Blender,Frame156.png,436.53,315.42,471.25,309.87,446.75,273.64,448.28,300.68,472.05,278.88,470.43,281.01,448.83,319.52,436.45,329.75,433.45,330.63,439.9,285.43,423.21,284.75,419.67,291.56,470.77,308.84,457.53,301.38,437.89,312.36,443.04,276.47,460.93,265.57,439.72,273.88,482.46,277.57,517.81,268.3,577.6,256.37
labeled-data,Blender,Frame157.png,438.43,316.0,472.86,308.51,447.33,273.04,449.6,300.22,468.83,282.06,470.43,281.01,449.55,318.29,436.09,329.52,433.23,330.66,443.62,287.45,425.78,291.8,423.3,297.57,470.76,308.94,456.96,300.7,437.82,312.51,444.94,277.59,450.48,269.95,429.36,278.4,482.41,277.44,518.14,270.32,541.34,228.44
labeled-data,Blender,Frame158.png,415.42,343.99,446.94,316.11,405.21,303.69,422.48,320.36,448.17,299.4,466.45,283.1,443.56,324.89,428.04,332.44,421.71,338.0,426.33,297.62,413.1,286.67,407.84,291.75,461.99,301.67,478.78,289.36,463.15,305.58,454.57,268.36,481.49,255.55,459.01,254.56,488.09,267.65,519.88,254.34,577.22,249.94
labeled-data,Blender,Frame159.png,393.49,325.52,435.94,324.4,412.52,287.82,414.42,312.02,446.68,298.03,466.45,283.1,430.86,327.88,413.79,330.36,408.66,337.0,428.75,291.08,423.44,276.96,417.81,281.81,467.39,299.27,485.18,279.15,465.52,290.33,449.11,269.59,456.69,268.64,434.15,268.15,488.31,268.25,520.98,257.85,578.39,258.27
labeled-data,Blender,Frame16.png,310.63,418.2,335.25,386.44,292.34,376.85,311.24,396.0,317.05,362.44,319.92,360.19,324.46,403.62,316.12,420.14,314.61,424.53,294.73,391.77,293.93,410.02,289.96,417.58,336.6,381.3,328.4,370.13,323.94,391.57,296.67,371.29,307.95,349.05,297.02,368.44,331.0,346.91,357.4,324.1,405.45,287.8
labeled-data,Blender,Frame160.png,426.26,374.15,399.43,344.46,387.71,386.28,403.07,367.95,373.48,356.42,347.32,351.73,390.57,353.56,396.01,349.14,402.85,353.66,378.23,371.23,375.86,386.09,376.71,381.85,356.09,338.82,347.6,336.99,368.89,343.42,347.73,371.8,323.79,361.3,338.38,377.44,319.52,344.88,287.68,330.69,233.01,312.91
labeled-data,Blender,Frame161.png,435.16,360.91,399.45,343.56,403.17,386.92,411.16,363.68,372.84,358.42,347.25,351.64,399.16,344.14,411.44,345.26,419.57,346.04,392.75,377.13,379.59,378.78,388.33,381.71,363.14,339.51,336.81,336.23,358.91,336.78,356.41,367.57,330.84,362.59,345.49,379.36,320.95,341.27,291.42,321.83,253.26,277.55
labeled-data,Blender,Frame162.png,422.16,388.63,401.17,357.59,383.1,397.11,400.58,380.06,371.49,361.66,347.21,352.0,395.74,354.68,396.09,351.56,403.48,355.08,377.01,381.88,379.81,374.58,388.62,377.28,359.29,332.25,331.83,335.05,353.95,335.82,351.1,369.99,323.78,360.56,339.12,376.75,320.68,341.85,289.42,326.04,233.44,311.08
